brand,model,screenSize,screenTech,energyConsumption,star
kogan,KALED65U92TA,64,LED,404,5.5
kogan,KALED65U92TB,64,LED,404,5.5
kogan,KALED65U92TC,64,LED,404,5.5
kogan,KALED65U92TD,64,LED,404,5.5
kogan,KALED65U92TE,64,LED,404,5.5
kogan,KAQL65XQ98GSTA,64,LED,809,2.5
kogan,KALED65R95TA,64,LED,371,6
kogan,KALED65R95TB,64,LED,371,6
kogan,KALED65R95TC,64,LED,371,6
kogan,KALED65R95TD,64,LED,371,6
kogan,KALED65R95TE,64,LED,371,6
kogan,KALED65R95T*,64,LED,371,6
kogan,KAQL65W94QB,65,LED,560,4
kogan,KAQL65W94QC,65,LED,560,4
kogan,KAQL65W94QD,65,LED,560,4
kogan,KAQL65W94QE,65,LED,560,4
kogan,KAQL65W94QF,65,LED,560,4
kogan,KAQL65W94QA,65,LED,560,4
kogan,KALED65T96QA,65,LED,580,4
kogan,KALED65T96QB,65,LED,580,4
kogan,KALED65T96QC,65,LED,580,4
kogan,KAQL65T96QA,65,LED,580,4
kogan,KAQL65T96QB,65,LED,580,4
kogan,KAQL65T96QC,65,LED,580,4
kogan,KALED65NU8020SZA,65,LED,395,5.5
kogan,KALED65NU8030SVA,65,LED,348,6
kogan,KALED65RT9210SVA,65,LED,385,5.5
kogan,LE-65N3,65,LED,385,5.5
kogan,LE-65E1,65,LED,385,5.5
kogan,LE-65S1,65,LED,385,5.5
kogan,LE-65N1,65,LED,385,5.5
kogan,LE-65F3,65,LED,385,5.5
kogan,*****65*****,65,LED,385,5.5
kogan,KALED65RT9220SVA,65,LED,386,5.5
kogan,KAQLED65RQ9510SVA,65,LED,386,5.5
kogan,KAQL65XQ98GSTB,65,LED,579,4
kogan,KAQL65XQ98GSTC,65,LED,579,4
kogan,KAQL65XQ98GSTD,65,LED,579,4
kogan,KAQL65XQ98GSTE,65,LED,579,4
kogan,KAQL65XQ98GST*,65,LED,579,4
kogan,KALED65U95TA,65,LED,371,6
kogan,KALED65U95TB,65,LED,371,6
kogan,KALED65U95TC,65,LED,371,6
kogan,KALED65U95TD,65,LED,371,6
kogan,KALED65U95TE,65,LED,371,6
kogan,KALED65U95T*,65,LED,371,6
kogan,KAQL65R96KA,65,LED,400,5.5
kogan,KAOD65X98JSTA,65,OLED,459,5
kogan,KAOD65X98JSTB,65,OLED,459,5
kogan,KAOD65X98JSTC,65,OLED,459,5
kogan,KAOD65X98JSTD,65,OLED,459,5
kogan,KAOD65X98JSTE,65,OLED,459,5
kogan,KAOD65X98JST*,65,OLED,459,5
kogan,KALED65R94KA,65,LED,372,6
kogan,KALED65R94KB,65,LED,372,6
kogan,KALED65R94KC,65,LED,372,6
kogan,KALED65R94KD,65,LED,372,6
kogan,KALED65R94K*,65,LED,372,6
kogan,KAOLED65X2SKA,65,OLED,586,4
kogan,KAQL65MQ9TA,65,LED,532,4.5
kogan,KAQL65MQ9TB,65,LED,532,4.5
kogan,KAQL65MQ9TC,65,LED,532,4.5
kogan,KAQL65MQ9TD,65,LED,532,4.5
kogan,KAQL65MQ9TE,65,LED,532,4.5
kogan,KAQL65MQ9T*,65,LED,532,4.5
kogan,KALED70XU9210STA,69,LED,532,5
kogan,KALED70XU9210STB,69,LED,532,5
kogan,KALED70UN8920SNA,70,LED,667,4
kogan,KALED70UN8920SNB,70,LED,667,4
kogan,KALED70UN8920SNC,70,LED,667,4
kogan,KALED70UN8920SND,70,LED,667,4
kogan,D70S218-U-T2C-S-I,70,LED,667,4
kogan,KALED70*,70,LED,667,4
kogan,KAQL70W94QA,70,LED,538,5
kogan,KAQL70W94QB,70,LED,538,5
kogan,KAQL70W94QC,70,LED,538,5
kogan,KAQL70W94QD,70,LED,538,5
kogan,KAQL70W94QE,70,LED,538,5
kogan,KAQL70W94QF,70,LED,538,5
kogan,KAQL70T96QA,70,LED,538,5
kogan,KAQL70T96QB,70,LED,538,5
kogan,KAQL70T96QC,70,LED,538,5
kogan,KAQL70T96QD,70,LED,538,5
kogan,**********70**********,70,LED,538,5
kogan,KALED70TX9520SKA,70,LED,580,4.5
kogan,KALED70TU9220SKA,70,LED,550,4.5
kogan,KALED70UN8910SGA,70,LCD,515,5
kogan,KALED70RU9310SUA,70,LED,660,4
kogan,KAQL75XQ98GSVA,75,LED,643,4.5
kogan,KAQL75XQ98GSVB,75,LED,643,4.5
kogan,KAQL75XQ98GSVC,75,LED,643,4.5
kogan,KAQL75XQ98GSVA series,75,LED,643,4.5
kogan,KAQLED75XQ9610STA,75,LCD,667,4.5
kogan,KAQLED75XR9510STA,75,LED,608,5
kogan,KAQLED75XR9510STB,75,LED,627,4.5
kogan,KALED75XU9220STA,75,LED,536,5.5
kogan,KALED75XU9420STA,75,LED,488,6
kogan,KAQLED75XQ98JSTA,75,LED,667,4.5
kogan,KAQLED75XQ98JSTB,75,LED,667,4.5
kogan,KAQLED75XQ98JSTC,75,LED,667,4.5
kogan,KAQLED75XQ98JSTD,75,LED,667,4.5
kogan,KALED75U94TA,75,LED,546,5.5
kogan,KALED75U94TB,75,LED,546,5.5
kogan,KALED75U94TC,75,LED,546,5.5
kogan,KALED75U94TD,75,LED,546,5.5
kogan,KALED75U94TE,75,LED,546,5.5
kogan,KAQL75XQ98GSTA,75,LED,681,4.5
kogan,KAQL75XQ98GSTB,75,LED,681,4.5
kogan,KAQL75XQ98GSTC,75,LED,681,4.5
kogan,KAQL75XQ98GSTD,75,LED,681,4.5
kogan,KAQL75XQ98GSTE,75,LED,681,4.5
kogan,KAQL75XQ98GST*,75,LED,681,4.5
kogan,KALED75R95TA,75,LED,488,6
kogan,KALED75R95TB,75,LED,488,6
kogan,KALED75R95TC,75,LED,488,6
kogan,KALED75R95TD,75,LED,488,6
kogan,KALED75R95TE,75,LED,488,6
kogan,KALED75R95T*,75,LED,488,6
kogan,KAQL75MQ9TA,75,LED,609,5
kogan,KAQL75MQ9TB,75,LED,609,5
kogan,KAQL75MQ9TC,75,LED,609,5
kogan,KAQL75MQ9TD,75,LED,609,5
kogan,KAQL75MQ9TE,75,LED,609,5
kogan,KAQL75MQ9T*,75,LED,609,5
kogan,KALED75RT9220SVA,75,LED,765,4
kogan,KAQL75W94QA,75,LED,690,4
kogan,KAQL75W94QB,75,LED,690,4
kogan,KAQL75W94QC,75,LED,690,4
kogan,KAQL75W94QD,75,LED,690,4
kogan,KAQL75W94QE,75,LED,690,4
kogan,KAQL75W94QF,75,LED,690,4
kogan,KALED75T96QA,75,LED,680,4.5
kogan,KALED75T96QB,75,LED,680,4.5
kogan,KALED75T96QC,75,LED,680,4.5
kogan,KAQL75T96QA,75,LED,680,4.5
kogan,KAQL75T96QB,75,LED,680,4.5
kogan,KAQL75T96QC,75,LED,680,4.5
kogan,75T96 series,75,LED,680,4.5
kogan,KALED75RU9310SUA,75,LED,475,6
kogan,KALED75U95TA,75,LED,608,5
kogan,KALED75U95TB,75,LED,608,5
kogan,KALED75U95TC,75,LED,608,5
kogan,KALED75U95TD,75,LED,608,5
kogan,KALED75U95TE,75,LED,608,5
kogan,KALED75U95TF,75,LED,608,5
kogan,KALED75U95TG,75,LED,608,5
kogan,KALED75U95T*,75,LED,608,5
kogan,KAOD77X98JSVA,77,OLED,540,5.5
kogan,KAOD77X98JSVB,77,OLED,540,5.5
kogan,KAOD77X98JSVC,77,OLED,540,5.5
kogan,KAOD77X98JSV series,77,OLED,540,5.5
kogan,KALED82XR9210STA,81,LED,853,4
kogan,KALED82XR9210STB,81,LED,733,4.5
kogan,KAQL85W94QA,85,LED,1090,3.5
kogan,KAQL85XQ98GSVA,85,LED,868,4.5
kogan,KAQL85XQ98GSVB,85,LED,868,4.5
kogan,KAQL85XQ98GSVC,85,LED,868,4.5
kogan,KAQL85XQ98GS series,85,LED,868,4.5
kogan,KAQLED85XQ9610STA,85,LED,970,4
kogan,KAQLED85XQ98JSTA,85,LED,974,4
kogan,KAQLED85XQ98JSTB,85,LED,974,4
kogan,KAQLED85XQ98JSTC,85,LED,974,4
kogan,KAQLED85XQ98JSTD,85,LED,974,4
kogan,KAQL85XQ98GSTA,85,LED,974,4
kogan,KAQL85XQ98GSTB,85,LED,974,4
kogan,KAQL85XQ98GSTC,85,LED,974,4
kogan,KAQL85XQ98GSTD,85,LED,974,4
kogan,KAQL85XQ98GSTE,85,LED,974,4
kogan,KAQL85XQ98GST*,85,LED,974,4
kogan,KAQL85T96QA,85,LED,1090,3.5
kogan,KAQL85T96QB,85,LED,1090,3.5
kogan,KAQL85T96QC,85,LED,1090,3.5
kogan,KAQL85T96QD,85,LED,1090,3.5
kogan,**********85**********,85,LED,1090,3.5
kogan,KAQL86T96QA,86,LED,1117,3.5
kogan,KAQL86T96QB,86,LED,1117,3.5
kogan,KAQL86T96QC,86,LED,1117,3.5
kogan,KAQL86T96QD,86,LED,1117,3.5
kogan,**********86**********,86,LED,1117,3.5
kogan,KALED98X98JSTA,97,LED,1233,4
kogan,KAQLED98XQ98JSTA,98,LED,1233,4
kogan,KAQLED98XQ98JSTB,98,LED,1233,4
kogan,KAQLED98XQ98JSTC,98,LED,1233,4
kogan,KAQLED98XQ98JSTD,98,LED,1233,4
kogan,KAQLED98XQ98JSTE,98,LED,1233,4
kogan,KAQL98XQ98GSTA,98,LED,1233,4
kogan,KAQL98XQ98GSTB,98,LED,1233,4
kogan,KAQL98XQ98GSTC,98,LED,1233,4
kogan,KAQL98XQ98GSTD,98,LED,1233,4
kogan,KAQL98XQ98GSTE,98,LED,1233,4
kogan,KAQL98XQ98GST*,98,LED,1233,4
kogan,KAQL100XQ98GSVA,100,OLED,1670,3
kogan,KAQL100XQ98GSVB,100,OLED,1670,3
kogan,KAQL100XQ98GSVC,100,OLED,1670,3
kogan,KAQL100XQ98GSV series,100,OLED,1670,3
kogan,KALED100T96QA,100,LED,1497,3.5
kogan,KALED100T96QB,100,LED,1497,3.5
kogan,KALED100T96QC,100,LED,1497,3.5
kogan,KAQL100T96QA,100,LED,1497,3.5
kogan,KAQL100T96QB,100,LED,1497,3.5
kogan,KAQL100T96QC,100,LED,1497,3.5
kogan,**********100**********,100,LED,1497,3.5
konka,KDE32RR314FANT-5,32,LED,131,5
konka,KDE32RR315ANT,32,LED,131,5
konka,KDE40RR314FANT,40,LED,189,5
konka,KDE40RR315ANT,40,LED,189,5
konka,UDE50QR314FANT,50,LED,285,5
konka,UDE50QR315ANT,50,LED,285,5
konka,UDE55QR314FANT,55,LED,341,5
konka,UDE55QR315ANT,55,LED,341,5
lad,HL-43A6KS,43,LED,199,5
lg,24TN520S,24,LED,95,4.5
lg,28TN525S,28,LED,95,5.5
lg,32LM637BPVA,32,LED,114,5.5
lg,32LT662MBTB,32,LED,123,5
lg,32LN340CBSD,32,LED,123,5
lg,32LT340CBTB,32,LED,95,6
lg,32LN660HBSD,32,LED,90,6
lg,OLED42C2PSA,42,OLED,232,4.5
lg,OLED42C24LA,42,OLED,232,4.5
lg,42LX1Q6LA,42,OLED,232,4.5
lg,42LX1QPSA,42,OLED,232,4.5
lg,42LX3Q6LA,42,OLED,232,4.5
lg,42LX3QPSA,42,OLED,232,4.5
lg,OLED42C3PSA,42,OLED,232,4.5
lg,OLED42C36LA,42,OLED,232,4.5
lg,OLED42C34LA,42,OLED,232,4.5
lg,OLED42C4PSA,42,OLED,258,4
lg,OLED42C44LA,42,OLED,258,4
lg,OLED42C5PSA,42,OLED,240,4
lg,OLED42C54LA,42,OLED,240,4
lg,43US665H0VA,43,LED,257,4
lg,43LM6370PVA,43,LED,180,5.5
lg,43UP7750PTB,43,LED,280,3.5
lg,43UP7750PVB,43,LED,280,3.5
lg,43UP8150PVB,43,LED,287,3.5
lg,43UP8000PTB,43,LED,287,3.5
lg,43NANO75TPA,43,LED,291,3.5
lg,43NANO75VPA,43,LED,291,3.5
lg,43NANO77TPA,43,LED,291,3.5
lg,43UP7*50PVG,43,LED,287,3.5
lg,43UP7550PVG,43,LED,287,3.5
lg,43UP7750PVG,43,LED,287,3.5
lg,43UR640S0TD,43,LED,291,3.5
lg,43NANO75SQA,43,LED,276,3.5
lg,43NANO756QA,43,LED,276,3.5
lg,43UQ75006LF,43,LED,284,3.5
lg,43UQ9000PSD,43,LED,276,3.5
lg,43UQ91006LA,43,LED,276,3.5
lg,43UP801C0TB,43,LED,287,3.5
lg,43UQ80006LB,43,LED,269,4
lg,43UQ751C0LF,43,LED,284,3.5
lg,43UQ901C0SD,43,LED,276,3.5
lg,43UR8050PSB,43,LED,269,4
lg,43UR80006LJ,43,LED,269,4
lg,43UR78006LL,43,LED,269,4
lg,43UR81006LJ,43,LED,269,4
lg,43UR781C0LL,43,LED,269,4
lg,43UR801C0SB,43,LED,269,4
lg,43QNED75SRA,43,LED,258,4
lg,43QNED756RA,43,LED,302,3.5
lg,43UM767H0LD,43,LED,159,6
lg,43UQ7050PSA,43,LED,273,3.5
lg,43UM662H0LC,43,LED,134,7
lg,43QNED80T6A,43,LED,247,4
lg,43QNED81TSA,43,LED,247,4
lg,43UT8050PSB,43,LED,258,4
lg,43UT80506LA,43,LED,269,4
lg,43UT81006LA,43,LED,269,4
lg,43NANO81TSA,43,LED,258,4
lg,43UR761H0TA,43,LED,247,4
lg,43UT90506LB,43,LED,247,4
lg,43UT801C0LA,43,LED,269,4
lg,43UT801C0SB,43,LED,258,4
lg,43UM662H4LC,43,LED,134,7
lg,43NANO80A6B,43,LED,258,4
lg,43NANO80ASA,43,LED,258,4
lg,43QNED80A6A,43,LED,236,4.5
lg,43QNED81ASA,43,LED,236,4.5
lg,OLED48CXPTA,48,OLED,326,4
lg,OLED48C1PTB,48,OLED,327,4
lg,OLED48C1PVB,48,OLED,327,4
lg,OLED48A1PTA,48,OLED,280,4.5
lg,OLED48A1PVA,48,OLED,280,4.5
lg,OLED48A2PSA,48,OLED,280,4.5
lg,OLED48C2PSA,48,OLED,284,4.5
lg,OLED48C24LA,48,OLED,284,4.5
lg,48LX1Q6LA,48,OLED,284,4.5
lg,48LX1QPSA,48,OLED,284,4.5
lg,OLED48A3PSA,48,OLED,276,4.5
lg,OLED48A36LA,48,OLED,276,4.5
lg,OLED48C3PSA,48,OLED,284,4.5
lg,OLED48C36LA,48,OLED,284,4.5
lg,OLED48C4PSA,48,OLED,291,4.5
lg,OLED48C46LA,48,OLED,291,4.5
lg,OLED48B46LA,48,OLED,287,4.5
lg,OLED48C5PSA,48,OLED,280,4.5
lg,OLED48C56LA,48,OLED,280,4.5
lg,OLED48B5PSA,48,OLED,273,4.5
lg,49US765H0VA,49,LED,330,4
lg,50US665H0VA,49,LED,315,4.5
lg,50NANO75TPA,49,LED,331,4
lg,50NANO75VPA,49,LED,331,4
lg,50NANO86TPA,49,LED,295,4.5
lg,50UP7750PTB,49,LED,287,4.5
lg,50UP7750PVB,49,LED,287,4.5
lg,50UP8150PVB,49,LED,342,4
lg,50NANO80TPA,49,LED,269,5
lg,50NANO80VPA,49,LED,269,5
lg,50UP8000PTB,49,LED,342,4
lg,50NANO77TPA,49,LED,331,4
lg,50UP7*50PVG,49,LED,338,4
lg,50UP7550PVG,49,LED,338,4
lg,50UP7750PVG,49,LED,338,4
lg,50UR640S0TD,49,LED,349,4
lg,50UR765H0VA,49,LED,287,4.5
lg,50UR767H3VC,49,LED,287,4.5
lg,50NANO75SQA,49,LED,331,4
lg,50NANO756QA,49,LED,331,4
lg,50QNED80SQA,49,LED,295,4.5
lg,50QNED806QA,49,LED,295,4.5
lg,50UQ80006LB,49,LED,287,4.5
lg,50UQ9000PSD,49,LED,331,4
lg,50UQ91006LA,49,LED,331,4
lg,50UP801C0TB,49,LED,342,4
lg,50NANO806QA,49,LED,276,5
lg,50UQ75006LF,49,LED,342,4
lg,50UQ751C0LF,49,LED,342,4
lg,50UR765H0VC,49,LED,287,4.5
lg,50QNED7SSQA,49,LED,269,5
lg,50UQ901C0SD,49,LED,331,4
lg,50QNED81SRA,49,LED,295,4.5
lg,50QNED816RA,49,LED,295,4.5
lg,50UR8050PSB,49,LED,287,4.5
lg,50UR80006LJ,49,LED,287,4.5
lg,50UR78006LL,49,LED,287,4.5
lg,50UR81006LJ,49,LED,287,4.5
lg,50UR781C0LL,49,LED,287,4.5
lg,50UR801C0SB,49,LED,287,4.5
lg,50QNED75SRA,49,LED,265,5
lg,50QNED756RA,49,LED,251,5.5
lg,50UM767H0LD,49,LED,167,7
lg,50UM662H0LC,49,LED,149,7
lg,50QNED81TSA,49,LED,265,5
lg,50QNED80T6A,49,LED,251,5.5
lg,50UT8050PSB,49,LED,305,4.5
lg,50UT80506LA,49,LED,305,4.5
lg,50UT81006LA,49,LED,305,4.5
lg,50QNED86TSA,49,LED,295,4.5
lg,50QNED86T6A,49,LED,295,4.5
lg,50NANO81TSA,49,LED,331,4
lg,50UT90506LB,49,LED,251,5.5
lg,50UT801C0LA,49,LED,305,4.5
lg,50UT801C0SB,49,LED,305,4.5
lg,50UM662H4LC,49,LED,149,7
lg,50QNED80A6A,49,LED,251,5.5
lg,50QNED81ASA,49,LED,251,5.5
lg,50NANO80A6A,49,LED,305,4.5
lg,50NANO80ASA,49,LED,305,4.5
lg,50QNED86ASA,49,LED,251,5.5
lg,50QNED82ASA,49,LED,298,4.5
lg,50UQ7050PSA,50,LED,305,4.5
lg,55NANO95TNA,55,LED,572,2.5
lg,55NANO95VNA,55,LED,572,2.5
lg,55NANO79TND,55,LED,370,4.5
lg,55NANO79VND,55,LED,370,4.5
lg,55US665H0VA,55,LED,356,4.5
lg,55US765H0VA,55,LED,356,4.5
lg,55NANO86TPA,55,LED,346,4.5
lg,55NANO86VPA,55,LED,346,4.5
lg,55NANO91VPA,55,LED,415,4
lg,55UP7750PTB,55,LED,357,4.5
lg,55UP7750PVB,55,LED,357,4.5
lg,55UP8150PVB,55,LED,422,4
lg,55NANO80TPA,55,LED,335,5
lg,55NANO80VPA,55,LED,335,5
lg,55NANO75TPA,55,LED,411,4
lg,55NANO75VPA,55,LED,411,4
lg,55UP8000PTB,55,LED,422,4
lg,55NANO77TPA,55,LED,411,4
lg,55UP7*50PVG,55,LED,422,4
lg,55UP7550PVG,55,LED,422,4
lg,55UP7750PVG,55,LED,422,4
lg,55UR640S0TD,55,LED,415,4
lg,55UR765H0VA,55,LED,295,5.5
lg,55UR767H3VC,55,LED,371,4.5
lg,55UP801C0TB,55,LED,422,4
lg,55NANO75SQA,55,LED,419,4
lg,55NANO756QA,55,LED,419,4
lg,55QNED80SQA,55,LED,346,4.5
lg,55QNED806QA,55,LED,346,4.5
lg,55UQ80006LB,55,LED,360,4.5
lg,55NANO806QA,55,LED,357,4.5
lg,55UQ9000PSD,55,LED,419,4
lg,55UQ91006LA,55,LED,419,4
lg,55UQ75006LF,55,LED,419,4
lg,55UP751C0VG,55,LED,422,4
lg,55QNED85SQA,55,LED,375,4.5
lg,55QNED866QA,55,LED,375,4.5
lg,55UQ751C0LF,55,LED,419,4
lg,55UR765H0VC,55,LED,295,5.5
lg,55QNED7SSQA,55,LED,346,4.5
lg,55UQ901C0SD,55,LED,419,4
lg,55QNED81SRA,55,LED,346,4.5
lg,55QNED816RA,55,LED,346,4.5
lg,55UR8050PSB,55,LED,357,4.5
lg,55UR80006LJ,55,LED,357,4.5
lg,55UR78006LL,55,LED,357,4.5
lg,55UR81006LJ,55,LED,357,4.5
lg,55UR781C0LL,55,LED,357,4.5
lg,55UR801C0SB,55,LED,357,4.5
lg,55QNED75SRA,55,LED,338,5
lg,55QNED756RA,55,LED,320,5
lg,55UM767H0LD,55,LED,218,7
lg,55UQ7050PSA,55,LED,331,5
lg,55UM662H0LC,55,LED,181,7
lg,55QNED81TSA,55,LED,338,5
lg,55QNED86T6A,55,LED,346,4.5
lg,55QNED86TSA,55,LED,346,4.5
lg,55QNED80T6A,55,LED,320,5
lg,55UT8050PSB,55,LED,357,4.5
lg,55UT80506LA,55,LED,357,4.5
lg,55UT81006LA,55,LED,357,4.5
lg,55NANO81TSA,55,LED,411,4
lg,55UT90506LB,55,LED,335,5
lg,55UT801C0LA,55,LED,357,4.5
lg,55UT801C0SB,55,LED,357,4.5
lg,55UM662H4LC,55,LED,181,7
lg,55QNED86A6A,55,LED,302,5.5
lg,55QNED86ASA,55,LED,302,5.5
lg,55NANO80A6A,55,LED,338,5
lg,55NANO80ASA,55,LED,338,5
lg,55QNED80A6A,55,LED,302,5.5
lg,55QNED81ASA,55,LED,302,5.5
lg,55QNED82ASA,55,LED,338,5
lg,OLED55B1PTA,55,OLED,389,4
lg,OLED55C1PTB,55,OLED,400,4
lg,OLED55C1PVB,55,OLED,400,4
lg,OLED55G1PTA,55,OLED,408,4
lg,OLED55G1PVA,55,OLED,408,4
lg,OLED55A1PTA,55,OLED,342,4.5
lg,OLED55A1PVA,55,OLED,342,4.5
lg,OLED55B1PVA,55,OLED,389,4
lg,OLED55A2PSA,55,OLED,316,5
lg,OLED55A26LA,55,OLED,316,5
lg,OLED55B2PSA,55,OLED,375,4.5
lg,OLED55C2PSC,55,OLED,349,4.5
lg,OLED55C24LA,55,OLED,349,4.5
lg,OLED55G2PSA,55,OLED,349,4.5
lg,OLED55G26LA,55,OLED,349,4.5
lg,55LX1Q6LA,55,OLED,349,4.5
lg,55LX1QPSA,55,OLED,349,4.5
lg,OLED55CS6LA,55,OLED,375,4.5
lg,OLED55CSPSA,55,OLED,375,4.5
lg,55AN960H0SD,55,OLED,258,6
lg,OLED55A3PSA,55,OLED,309,5
lg,OLED55A36LA,55,OLED,309,5
lg,OLED55B3PSA,55,OLED,364,4.5
lg,OLED55B36LA,55,OLED,364,4.5
lg,OLED55C3PSA,55,OLED,349,4.5
lg,OLED55C36LA,55,OLED,349,4.5
lg,OLED55G3PSA,55,OLED,422,4
lg,OLED55G36LA,55,OLED,422,4
lg,OLED55C4PSA,55,OLED,368,4.5
lg,OLED55C46LA,55,OLED,368,4.5
lg,OLED55G4PSA,55,OLED,422,4
lg,OLED55G46LA,55,OLED,422,4
lg,OLED55B4PSA,55,OLED,338,5
lg,OLED55B46LA,55,OLED,338,5
lg,55LX1T6LA,55,OLED,368,4.5
lg,55LX1TPSA,55,OLED,368,4.5
lg,OLED55C5PSA,55,OLED,371,4.5
lg,OLED55C56LA,55,OLED,371,4.5
lg,OLED55G5PSA,55,OLED,353,4.5
lg,OLED55G55LW,55,OLED,353,4.5
lg,OLED55B5PSA,55,OLED,324,5
lg,OLED55B56LA,55,OLED,324,5
lg,65QNED86T6A,65,LED,433,5
lg,65QNED91T6A,65,LED,459,5
lg,OLED65C46LA,65,OLED,448,5
lg,OLED65M46LA,65,OLED,630,3.5
lg,65NANO79TND,65,LED,461,5
lg,65NANO79VND,65,LED,461,5
lg,65US665H0VD,65,LED,443,5
lg,65US765H0VD,65,LED,454,5
lg,65NANO86TPA,65,LED,433,5
lg,65NANO86VPA,65,LED,433,5
lg,65NANO91TPA,65,LED,572,4
lg,65NANO91VPA,65,LED,572,4
lg,65UP7750PTB,65,LED,448,5
lg,65UP7750PVB,65,LED,448,5
lg,65NANO99TPA,65,LED,1054,1
lg,65UP8150PVB,65,LED,528,4
lg,65NANO80TPA,65,LED,404,5.5
lg,65NANO80VPA,65,LED,404,5.5
lg,65NANO95TPA,65,LED,707,3
lg,65NANO95VPA,65,LED,707,3
lg,65UP8000PTB,65,LED,528,4
lg,65NANO75TPA,65,LED,528,4
lg,65NANO75VPA,65,LED,528,4
lg,65NANO77TPA,65,LED,528,4
lg,65UP7550PVG,65,LED,532,4
lg,65UR640S0TD,65,LED,572,4
lg,65QNED91TPA,65,LED,440,5
lg,65QNED96TPA,65,LED,601,3.5
lg,65QNED99TPB,65,LED,805,2.5
lg,65UR765H0VD,65,LED,422,5
lg,65QNED916QA,65,LED,440,5
lg,65UR767H3VC,65,LED,433,5
lg,65UP801C0TB,65,LED,528,4
lg,65QNED91SQA,65,LED,440,5
lg,65NANO75SQA,65,LED,528,4
lg,65NANO756QA,65,LED,528,4
lg,65QNED80SQA,65,LED,433,5
lg,65QNED806QA,65,LED,433,5
lg,65UQ91006LA,65,LED,543,4
lg,65UQ9000PSD,65,LED,543,4
lg,65UQ75006LF,65,LED,532,4
lg,65NANO806QA,65,LED,419,5
lg,65QNED96SQA,65,LED,557,4
lg,65QNED99SQB,65,LED,776,2.5
lg,65QNED996QB,65,LED,776,2.5
lg,65UQ80006LB,65,LED,466,4.5
lg,65QNED966QA,65,LED,557,4
lg,65UP751C0VG,65,LED,532,4
lg,65QNED85SQA,65,LED,484,4.5
lg,65QNED866QA,65,LED,484,4.5
lg,65UQ751C0LF,65,LED,532,4
lg,65UR765H0VC,65,LED,422,5
lg,65QNED7SSQA,65,LED,419,5
lg,65UQ901C0SD,65,LED,543,4
lg,65QNED81SRA,65,LED,433,5
lg,65QNED816RA,65,LED,433,5
lg,65UR8050PSB,65,LED,466,4.5
lg,65UR80006LJ,65,LED,466,4.5
lg,65UR78006LL,65,LED,466,4.5
lg,65QNED86SRA,65,LED,459,5
lg,65QNED866RA,65,LED,459,5
lg,65UR81006LJ,65,LED,466,4.5
lg,65UR781C0LL,65,LED,466,4.5
lg,65UR801C0SB,65,LED,466,4.5
lg,65QNED866RE,65,LED,459,5
lg,65QNED75SRA,65,LED,419,5
lg,65QNED756RA,65,LED,400,5.5
lg,65UM767H0LD,65,LED,240,7
lg,65UM662H0LC,65,LED,207,8
lg,65QNED80T6A,65,LED,400,5.5
lg,65QNED81TSA,65,LED,400,5.5
lg,65UT8050PSB,65,LED,441,5
lg,65UT80506LA,65,LED,441,5
lg,65UT81006LA,65,LED,441,5
lg,65QNED86TSA,65,LED,433,5
lg,65QNED91TSA,65,LED,459,5
lg,65NANO81TSA,65,LED,528,4
lg,65UT90506LB,65,LED,419,5
lg,65UT801C0LA,65,LED,441,5
lg,65UT801C0SB,65,LED,441,5
lg,65UM662H4LC,65,LED,207,8
lg,65QNED86A6A,65,LED,386,5.5
lg,65QNED86ASA,65,LED,386,5.5
lg,65NANO80A6A,65,LED,433,5
lg,65NANO80ASA,65,LED,433,5
lg,65QNED80A6A,65,LED,360,6
lg,65QNED81ASA,65,LED,360,6
lg,65QNED82ASA,65,LED,360,6
lg,OLED65B1PTA,65,OLED,459,5
lg,OLED65C1PTB,65,OLED,477,4.5
lg,OLED65C1PVB,65,OLED,477,4.5
lg,OLED65G1PTA,65,OLED,481,4.5
lg,OLED65G1PVA,65,OLED,481,4.5
lg,OLED65A1PTA,65,OLED,433,5
lg,OLED65A1PVA,65,OLED,433,5
lg,OLED65R1PTA,65,OLED,565,4
lg,OLED65B1PVA,65,OLED,459,5
lg,OLED65A2PSA,65,OLED,393,5.5
lg,OLED65A26LA,65,OLED,393,5.5
lg,OLED65B2PSA,65,OLED,462,5
lg,OLED65C2PSC,65,OLED,411,5.5
lg,OLED65C24LA,65,OLED,411,5.5
lg,OLED65G2PSA,65,OLED,400,5.5
lg,OLED65G26LA,65,OLED,400,5.5
lg,65ART90ESQA,65,OLED,462,5
lg,65ART90ESQB,65,OLED,462,5
lg,65ART90ESQC,65,OLED,462,5
lg,65ART90E6QA,65,OLED,462,5
lg,65ART90E6QB,65,OLED,462,5
lg,65ART90E6QC,65,OLED,462,5
lg,65ART90E,65,OLED,462,5
lg,OLED65CS6LA,65,OLED,462,5
lg,OLED65CSPSA,65,OLED,462,5
lg,65AN960H0SD,65,OLED,320,6
lg,OLED65A3PSA,65,OLED,378,5.5
lg,OLED65A36LA,65,OLED,378,5.5
lg,OLED65B3PSA,65,OLED,444,5
lg,OLED65B36LA,65,OLED,444,5
lg,OLED65C3PSA,65,OLED,411,5.5
lg,OLED65C36LA,65,OLED,411,5.5
lg,OLED65G3PSA,65,OLED,532,4
lg,OLED65G36LA,65,OLED,532,4
lg,OLED65B4PSA,65,OLED,400,5.5
